t,qx,qy,qz,qw
10.948,-0.119794,0.239584,0.512769,0.815670
10.968,-0.118154,0.241701,0.512959,0.815165
10.988,-0.116549,0.243789,0.513148,0.814654
11.004,-0.115307,0.245446,0.513291,0.814244
11.028,-0.113485,0.247906,0.513513,0.813614
11.048,-0.111981,0.249925,0.513710,0.813080
11.064,-0.110775,0.251519,0.513877,0.812649
11.084,-0.109252,0.253483,0.514097,0.812105
11.108,-0.107388,0.255794,0.514376,0.811452
11.124,-0.106115,0.257303,0.514570,0.811020
11.144,-0.104483,0.259157,0.514839,0.810470
11.164,-0.102802,0.260971,0.515122,0.809923
11.188,-0.100715,0.263093,0.515479,0.809271
11.212,-0.098554,0.265153,0.515859,0.808622
11.232,-0.096710,0.266830,0.516199,0.808077
11.256,-0.094445,0.268794,0.516628,0.807419
11.272,-0.092903,0.270071,0.516925,0.806982
11.292,-0.090936,0.271626,0.517307,0.806439
11.312,-0.088931,0.273142,0.517696,0.805900
11.336,-0.086556,0.274948,0.518158,0.805248
11.356,-0.084583,0.276436,0.518532,0.804707
11.376,-0.082592,0.277897,0.518901,0.804173
11.392,-0.080979,0.279043,0.519198,0.803748
11.412,-0.078932,0.280439,0.519567,0.803227
11.432,-0.076846,0.281791,0.519931,0.802721
11.456,-0.074291,0.283349,0.520382,0.802120
11.476,-0.072125,0.284596,0.520774,0.801622
11.496,-0.069934,0.285796,0.521176,0.801128
11.512,-0.068170,0.286724,0.521509,0.800731
11.532,-0.065954,0.287846,0.521942,0.800232
11.556,-0.063291,0.289140,0.522483,0.799627
11.580,-0.060647,0.290378,0.523081,0.798992
11.600,-0.058463,0.291373,0.523598,0.798454
11.628,-0.055536,0.292776,0.524329,0.797670
11.644,-0.053949,0.293595,0.524752,0.797199
11.668,-0.051654,0.294831,0.525396,0.796471
11.688,-0.049807,0.295860,0.525939,0.795848
11.708,-0.048008,0.296882,0.526491,0.795213
11.724,-0.046594,0.297692,0.526921,0.794710
11.740,-0.045209,0.298499,0.527368,0.794190
11.760,-0.043503,0.299498,0.527935,0.793532
11.780,-0.041816,0.300479,0.528511,0.792868
11.796,-0.040473,0.301252,0.528976,0.792334
11.820,-0.038466,0.302385,0.529689,0.791526
11.840,-0.036793,0.303301,0.530297,0.790847
11.860,-0.035112,0.304190,0.530919,0.790165
11.876,-0.033759,0.304881,0.531426,0.789616
11.892,-0.032400,0.305556,0.531943,0.789064
11.920,-0.029998,0.306698,0.532868,0.788092
11.936,-0.028614,0.307331,0.533418,0.787524
11.956,-0.026918,0.308140,0.534111,0.786797
11.984,-0.024628,0.309335,0.535079,0.785746
12.000,-0.023342,0.310040,0.535631,0.785130
12.020,-0.021740,0.310942,0.536323,0.784347
12.040,-0.020133,0.311858,0.537013,0.783553
12.056,-0.018838,0.312598,0.537566,0.782911
12.072,-0.017528,0.313340,0.538120,0.782264
12.088,-0.016197,0.314083,0.538676,0.781612
12.112,-0.014154,0.315192,0.539513,0.780628
12.128,-0.012756,0.315924,0.540072,0.779969
12.144,-0.011330,0.316651,0.540640,0.779303
12.164,-0.009508,0.317550,0.541358,0.778462
12.180,-0.008019,0.318260,0.541938,0.777785
12.196,-0.006503,0.318963,0.542522,0.777104
12.224,-0.003790,0.320172,0.543550,0.775905
12.244,-0.001801,0.321015,0.544285,0.775049
12.268,0.000634,0.322005,0.545176,0.774013
12.284,0.002264,0.322672,0.545781,0.773305
12.308,0.004668,0.323739,0.546692,0.772204
12.324,0.006252,0.324488,0.547294,0.771451
12.344,0.008226,0.325455,0.548046,0.770491
12.364,0.010205,0.326446,0.548791,0.769518
12.388,0.012594,0.327649,0.549684,0.768332
12.412,0.015013,0.328852,0.550581,0.767132
12.436,0.017471,0.330040,0.551495,0.765912
12.460,0.019973,0.331190,0.552428,0.764681
12.476,0.021668,0.331927,0.553060,0.763859
12.500,0.024244,0.332980,0.554035,0.762615
12.516,0.025992,0.333643,0.554698,0.761785
12.532,0.027766,0.334272,0.555371,0.760956
12.548,0.029566,0.334866,0.556054,0.760128
12.568,0.031850,0.335560,0.556930,0.759088
12.584,0.033701,0.336080,0.557645,0.758253
12.600,0.035575,0.336567,0.558366,0.757419
12.620,0.037934,0.337154,0.559274,0.756373
12.640,0.040272,0.337774,0.560186,0.755300
12.656,0.042138,0.338286,0.560919,0.754425
12.672,0.044014,0.338799,0.561649,0.753544
12.692,0.046383,0.339428,0.562561,0.752438
12.716,0.049274,0.340151,0.563668,0.751097
12.736,0.051737,0.340708,0.564596,0.749982
12.756,0.054255,0.341218,0.565524,0.748872
12.772,0.056311,0.341591,0.566267,0.747988
12.788,0.058403,0.341935,0.567011,0.747106
12.812,0.061610,0.342398,0.568126,0.745789
12.828,0.063795,0.342668,0.568869,0.744914
12.848,0.066577,0.342955,0.569809,0.743819
12.864,0.068840,0.343142,0.570562,0.742949
12.884,0.071717,0.343332,0.571502,0.741866
12.904,0.074646,0.343478,0.572444,0.740782
12.924,0.077600,0.343638,0.573377,0.739682
12.944,0.080569,0.343845,0.574289,0.738561
12.960,0.082958,0.344038,0.575003,0.737650
12.980,0.085970,0.344298,0.575871,0.736505
12.996,0.088412,0.344513,0.576528,0.735602
13.012,0.090876,0.344734,0.577174,0.734691
13.028,0.093363,0.344961,0.577809,0.733772
13.052,0.097142,0.345309,0.578739,0.732384
13.068,0.099697,0.345542,0.579343,0.731453
13.088,0.102927,0.345832,0.580088,0.730277
13.108,0.106191,0.346122,0.580823,0.729087
13.128,0.109483,0.346408,0.581552,0.727882
13.152,0.113470,0.346744,0.582413,0.726421
13.172,0.116818,0.347016,0.583120,0.725192
13.192,0.120190,0.347282,0.583817,0.723953
13.212,0.123583,0.347538,0.584507,0.722701
13.232,0.126999,0.347779,0.585188,0.721440
13.256,0.131125,0.348044,0.585995,0.719917
13.272,0.133890,0.348202,0.586526,0.718899
13.296,0.138043,0.348442,0.587301,0.717364
13.316,0.141491,0.348693,0.587916,0.716064
13.336,0.144934,0.348966,0.588511,0.714753
13.356,0.148376,0.349238,0.589093,0.713433
13.376,0.151815,0.349495,0.589661,0.712113
13.396,0.155246,0.349725,0.590220,0.710797
13.424,0.160030,0.349983,0.591012,0.708948
13.444,0.163435,0.350105,0.591572,0.707642
13.468,0.167501,0.350174,0.592241,0.706097
13.488,0.170862,0.350161,0.592798,0.704829
13.504,0.173530,0.350104,0.593244,0.703830
13.528,0.177494,0.349934,0.593914,0.702359
13.552,0.181409,0.349668,0.594586,0.700921
13.576,0.185266,0.349315,0.595260,0.699514
13.596,0.188432,0.348960,0.595823,0.698366
13.620,0.192178,0.348457,0.596491,0.697025
13.640,0.195243,0.348054,0.597035,0.695908
13.656,0.197655,0.347759,0.597459,0.695010
13.672,0.200034,0.347474,0.597874,0.694114
13.696,0.203535,0.347058,0.598501,0.692763
13.716,0.206391,0.346716,0.599019,0.691641
13.732,0.208631,0.346440,0.599431,0.690750
13.752,0.211375,0.346083,0.599945,0.689647
13.772,0.214058,0.345706,0.600455,0.688564
13.788,0.216160,0.345389,0.600864,0.687709
13.804,0.218221,0.345060,0.601273,0.686865
13.820,0.220246,0.344713,0.601672,0.686044
13.840,0.222731,0.344248,0.602159,0.685047
13.856,0.224680,0.343854,0.602551,0.684263
13.880,0.227541,0.343225,0.603147,0.683108
13.904,0.230326,0.342541,0.603749,0.681984
13.920,0.232143,0.342068,0.604153,0.681248
13.940,0.234371,0.341515,0.604648,0.680322
13.960,0.236558,0.340993,0.605129,0.679398
13.976,0.238282,0.340582,0.605503,0.678669
13.992,0.239977,0.340171,0.605881,0.677940
14.016,0.242463,0.339524,0.606453,0.676868
14.032,0.244079,0.339058,0.606839,0.676175
14.048,0.245664,0.338551,0.607231,0.675502
14.072,0.247978,0.337702,0.607837,0.674535
14.088,0.249477,0.337065,0.608255,0.673924
14.104,0.250938,0.336363,0.608687,0.673343
14.124,0.252713,0.335390,0.609245,0.672659
14.148,0.254762,0.334080,0.609946,0.671903
14.172,0.256716,0.332615,0.610679,0.671220
14.192,0.258279,0.331355,0.611298,0.670679
14.212,0.259781,0.330069,0.611925,0.670161
14.228,0.260923,0.328961,0.612450,0.669783
14.244,0.262005,0.327766,0.613012,0.669432
14.264,0.263285,0.326204,0.613735,0.669030
14.284,0.264494,0.324619,0.614473,0.668647
14.304,0.265628,0.322998,0.615226,0.668290
14.320,0.266480,0.321671,0.615841,0.668024
14.340,0.267475,0.319968,0.616627,0.667718
14.364,0.268563,0.317848,0.617605,0.667391
14.384,0.269371,0.316004,0.618458,0.667151
14.404,0.270089,0.314087,0.619338,0.666950
14.424,0.270718,0.312097,0.620244,0.666786
14.440,0.271154,0.310453,0.620990,0.666684
14.464,0.271693,0.307897,0.622139,0.666577
14.484,0.272035,0.305693,0.623132,0.666524
14.508,0.272316,0.302962,0.624371,0.666498
14.528,0.272441,0.300605,0.625430,0.666521
14.548,0.272466,0.298173,0.626521,0.666578
14.568,0.272386,0.295650,0.627648,0.666675
14.592,0.272150,0.292496,0.629050,0.666841
14.612,0.271841,0.289757,0.630261,0.667019
14.632,0.271433,0.286931,0.631506,0.667229
14.652,0.270949,0.284093,0.632772,0.667441
14.672,0.270389,0.281236,0.634063,0.667653
14.692,0.269738,0.278323,0.635382,0.667882
14.712,0.268981,0.275324,0.636739,0.668139
14.736,0.267918,0.271606,0.638422,0.668481
14.756,0.266898,0.268402,0.639874,0.668796
14.772,0.265994,0.265764,0.641064,0.669069
14.788,0.265012,0.263059,0.642281,0.669360
14.812,0.263389,0.258867,0.644153,0.669837
14.828,0.262204,0.255979,0.645433,0.670179
14.848,0.260609,0.252268,0.647070,0.670629
14.876,0.258155,0.246887,0.649435,0.671295
14.900,0.255850,0.242111,0.651535,0.671882
14.920,0.253791,0.238018,0.653327,0.672385
14.940,0.251611,0.233829,0.655156,0.672895
14.960,0.249310,0.229545,0.657016,0.673412
14.980,0.246921,0.225222,0.658893,0.673918
14.996,0.244956,0.221747,0.660401,0.674311
15.016,0.242425,0.217373,0.662306,0.674782
15.036,0.239799,0.212953,0.664245,0.675222
15.056,0.237076,0.208475,0.666208,0.675648
15.080,0.233668,0.203025,0.668601,0.676131
15.104,0.230095,0.197495,0.671047,0.676571
15.120,0.227619,0.193761,0.672691,0.676856
15.140,0.224420,0.189042,0.674766,0.677192
15.156,0.221779,0.185229,0.676433,0.677453
15.176,0.218376,0.180422,0.678533,0.677755
15.192,0.215573,0.176550,0.680224,0.677978
15.208,0.212700,0.172660,0.681923,0.678180
15.224,0.209761,0.168757,0.683633,0.678357
15.244,0.205995,0.163856,0.685770,0.678555
15.264,0.202138,0.158956,0.687913,0.678711
15.284,0.198221,0.154100,0.690056,0.678811
15.304,0.194245,0.149288,0.692202,0.678851
15.320,0.191021,0.145468,0.693918,0.678843
15.340,0.186935,0.140729,0.696064,0.678782
15.356,0.183616,0.136953,0.697762,0.678717
15.376,0.179400,0.132251,0.699861,0.678617
15.396,0.175118,0.127585,0.701960,0.678460
15.420,0.169899,0.122045,0.704481,0.678193
15.444,0.164603,0.116587,0.706999,0.677839
15.468,0.159248,0.111230,0.709521,0.677383
15.488,0.154744,0.106848,0.711619,0.676931
15.504,0.151118,0.103399,0.713285,0.676533
15.524,0.146566,0.099160,0.715366,0.675972
15.544,0.141999,0.095005,0.717447,0.675337
15.564,0.137420,0.090934,0.719529,0.674630
15.596,0.130092,0.084616,0.722860,0.673342
15.612,0.126439,0.081552,0.724517,0.672635
15.628,0.122806,0.078560,0.726173,0.671878
15.652,0.117385,0.074200,0.728657,0.670653
15.672,0.112887,0.070666,0.730728,0.669551
15.688,0.109305,0.067901,0.732387,0.668618
15.712,0.103811,0.063692,0.734892,0.667159
15.732,0.097684,0.058576,0.737096,0.666120
15.756,0.086299,0.048278,0.739962,0.665341
15.776,0.073750,0.036691,0.742376,0.664900
15.796,0.059447,0.023552,0.744637,0.664400
15.824,0.038476,0.004696,0.747355,0.663293
15.844,0.023895,-0.008008,0.748971,0.662123
15.860,0.012917,-0.017278,0.750105,0.660967
15.884,-0.002029,-0.029370,0.751633,0.658924
15.904,-0.012871,-0.037629,0.752850,0.656990
15.924,-0.022122,-0.044173,0.754096,0.654904
15.940,-0.028422,-0.048259,0.755166,0.653137
15.960,-0.034963,-0.052010,0.756608,0.650858
15.976,-0.039119,-0.053942,0.757864,0.649001
15.996,-0.042990,-0.055070,0.759572,0.646661
16.016,-0.045358,-0.054794,0.761468,0.644288
16.040,-0.046278,-0.052726,0.763992,0.641400
16.060,-0.045657,-0.049789,0.766271,0.638956
16.076,-0.044420,-0.046814,0.768193,0.636958
16.092,-0.042589,-0.043355,0.770181,0.634923
16.120,-0.038221,-0.036397,0.773764,0.631271
16.136,-0.035158,-0.031999,0.775853,0.629120
16.156,-0.030884,-0.026196,0.778482,0.626359
16.172,-0.027167,-0.021360,0.780588,0.624089
16.192,-0.022256,-0.015164,0.783208,0.621177
16.208,-0.018181,-0.010140,0.785281,0.618789
16.224,-0.014017,-0.005084,0.787323,0.616360
16.244,-0.008757,0.001222,0.789830,0.613262
16.268,-0.002446,0.008707,0.792776,0.609446
16.288,0.002734,0.014822,0.795173,0.606196
16.304,0.006789,0.019606,0.797053,0.603553
16.324,0.011712,0.025433,0.799361,0.600198
16.344,0.016427,0.031061,0.801626,0.596793
16.360,0.020026,0.035411,0.803405,0.594041
16.376,0.023460,0.039617,0.805161,0.591267
16.400,0.028279,0.045644,0.807755,0.587068
16.424,0.032671,0.051315,0.810314,0.582830
16.444,0.035992,0.055758,0.812426,0.579275
16.464,0.038997,0.059941,0.814524,0.575705
16.480,0.041172,0.063101,0.816192,0.572847
16.504,0.044055,0.067533,0.818673,0.568570
16.520,0.045731,0.070281,0.820326,0.565716
16.540,0.047583,0.073510,0.822391,0.562143
16.560,0.049173,0.076517,0.824461,0.558562
16.584,0.050751,0.079840,0.826955,0.554252
16.604,0.051796,0.082373,0.829043,0.550654
16.624,0.052616,0.084705,0.831135,0.547056
16.648,0.053308,0.087245,0.833649,0.542748
16.668,0.053639,0.089140,0.835762,0.539146
16.684,0.053759,0.090520,0.837463,0.536257
16.704,0.053770,0.092103,0.839606,0.532623
16.720,0.053680,0.093264,0.841332,0.529698
16.748,0.053354,0.095097,0.844367,0.524551
16.768,0.053007,0.096259,0.846553,0.520839
16.792,0.052529,0.097531,0.849199,0.516324
16.816,0.052154,0.098765,0.851850,0.511739
16.836,0.051941,0.099778,0.854062,0.507862
16.852,0.051795,0.100559,0.855831,0.504735
16.868,0.051654,0.101311,0.857598,0.501590
16.892,0.051414,0.102364,0.860253,0.496833
16.912,0.051166,0.103169,0.862463,0.492845
16.932,0.050854,0.103906,0.864673,0.488834
16.956,0.050380,0.104695,0.867326,0.483990
16.976,0.049895,0.105273,0.869540,0.479926
