t,qx,qy,qz,qw
4.8,-0.2675105929374695,-0.06730468571186066,0.75242018699646,-0.5981405973434448
4.82,-0.2678759694099426,-0.06621724367141724,0.7543171048164368,-0.5957040786743164
4.84,-0.26821407675743103,-0.06513363122940063,0.756197988986969,-0.5932820439338684
4.856,-0.26845583319664,-0.06425143778324127,0.7577129602432251,-0.5913326740264893
4.88,-0.26875749230384827,-0.06287269294261932,0.7600361704826355,-0.5883548855781555
4.9,-0.2689611315727234,-0.06169770285487175,0.7619689106941223,-0.5858811736106873
4.916,-0.26909422874450684,-0.06073586270213127,0.7635181546211243,-0.5839003324508667
4.932,-0.2692013382911682,-0.05975233018398285,0.7650722861289978,-0.5819147825241089
4.956,-0.26931869983673096,-0.05824330449104309,0.7674093246459961,-0.5789284110069275
4.976,-0.2693851888179779,-0.056952137500047684,0.7693744897842407,-0.5764122009277344
4.996,-0.2694275677204132,-0.055632784962654114,0.7713455557823181,-0.5738814473152161
5.012,-0.26944541931152344,-0.05456429719924927,0.7729198932647705,-0.571853756904602
5.036,-0.2694511413574219,-0.05294208973646164,0.7752739787101746,-0.568808913230896
5.056,-0.2694432735443115,-0.05158166214823723,0.777223527431488,-0.5662714838981628
5.072,-0.26942935585975647,-0.05048816651105881,0.7787771224975586,-0.5642383098602295
5.092,-0.269426554441452,-0.0491277240216732,0.7807036638259888,-0.5616917610168457
5.112,-0.2694973051548004,-0.047806285321712494,0.7825910449028015,-0.5591394901275635
5.128,-0.26959794759750366,-0.046768900007009506,0.7840778827667236,-0.5570918917655945
5.148,-0.269763320684433,-0.04548267275094986,0.7859179377555847,-0.554519772529602
5.172,-0.2700028717517853,-0.04394335672259331,0.7881048917770386,-0.5514146089553833
5.192,-0.27023276686668396,-0.04265189170837402,0.7899203896522522,-0.548799455165863
5.208,-0.270431250333786,-0.04161018133163452,0.7913668155670166,-0.5466936826705933
5.232,-0.27074432373046875,-0.040040455758571625,0.7935245037078857,-0.543519139289856
5.248,-0.2709623873233795,-0.038991380482912064,0.7949546575546265,-0.5413926839828491
5.268,-0.271246999502182,-0.03767002001404762,0.7967342734336853,-0.5387210845947266
